date,event
11/20/2025,CZ เคลมหนัก! เผยมีส่วนผลักดัน Ray Dalio เปิดใจเริ่มซื้อ Bitcoin สะสมถึง 1%พอร์ต
11/20/2025,ตลาดหมีมาหรือยัง ? นักวิเคราะห์เสียงแตก หลังสัญญาณราคา Bitcoin เริ่มชี้คนละทาง
11/20/2025,"‘ดร.โสภณ’ เอาใหญ่! ขิงเตือนแล้วไม่ฟัง สมุนอาชญากรซาโตชิ ก่อน Bitcoin ร่วงแตะ $88,600"
11/20/2025,สหรัฐไฟเขียวครั้งแรก! อนุมัติพันธบัตรเทศบาลค้ำด้วย Bitcoin มูลค่า $100 ล้าน
11/20/2025,"ตลาดแตกตื่น! บัญชี Bitcoin ผู้ติดตาม 8 ล้านหลุดโพสต์เป้า $46,000 ก่อนลบทิ้งปริศนาให้เดากันทั้งตลาด"
11/20/2025,"นักเทรด Bitcoin ฟิวเจอร์ส ยังไม่ยอมแพ้ แม้ราคา Bitcoin จะร่วงดิ่งลงแตะ $89,000"
11/19/2025,Panic Sell! ดัชนี SOPR ชี้ “นักลงทุนระยะสั้น” ขายขาดทุนใกล้จุดต่ำสุด สัญญาณ Capulation ใหญ่
11/19/2025,"IBIT ของ BlackRock ทำสถิติเงินไหลออกสูงสุดเป็นประวัติการณ์: ท่ามกลางวิกฤตราคา Bitcoin ดิ่งต่ำกว่า $90,000"
11/19/2025,Jim Cramer ชี้ตลาด “ยังไม่ Oversold”! ท่ามกลางการร่วงของ S&P 500 พร้อมตั้งข้อสงสัยว่า “ใครกำลังพยุง Bitcoin $90K?”
11/19/2025,มาเลเซียเสียหาย 3.5 หมื่นล้านบาท ! หลังเจอแก๊งลักใช้ไฟหลวงขุด Bitcoin เป็นเวลานานกว่า 5 ปี
11/19/2025,Michael Saylor มั่นใจ ! ต่อให้ Bitcoin ร่วงจนขาดทุน -90% Strategy ก็เอาอยู่ไม่มีทางล้ม
11/19/2025,Vitalik Buterin เตือน Bitcoin และ ETH เหลือเวลาปรับตัวอีก 4 ปี ก่อนจะถูกควอนตัมเจาะ
11/19/2025,ดับฝันชาวคริปโทฯ ! ผู้เชี่ยวชาญชี้สหรัฐฯ จะตั้ง Bitcoin Reserve ช้ากว่าประเทศอื่นแน่นอน
11/19/2025,สส. คนใกล้ชิดทรัมป์เผย! เพิ่งซื้อ Bitcoin เพิ่มอีกล็อตใหญ่ รวมทั้งปีสะสมไปแล้วเกือบ 89 ล้านบาท
11/18/2025,"นักลงทุน Bitcoin ETF “ติดดอย” รวม! ราคาหลุด $89,600 ดันผู้ถือครองรายใหม่เผชิญผลขาดทุนครั้งแรก"
11/18/2025,อย่าเพิ่งหมดหวัง! นักวิเคราะห์ชี้ Bitcoin แค่การเปลี่ยนผ่านยุค IPO ไปสู่เฟสเติบโตในระยะยาว
11/18/2025,ญี่ปุ่นพลิกโฉมกฎหมายคริปโต ! เล็งหั่นภาษีกำไรจาก 55% เหลือ 20% ปีหน้า
11/18/2025,"ผู้ร่วมก่อตั้ง Gemini เตือน “นี่อาจเป็นโอกาสสุดท้ายที่จะได้ซื้อ Bitcoin ต่ำกว่า $90,000”"
11/18/2025,"Mt. Gox โอนย้าย Bitcoin มูลค่า $956 ล้านออกจากกระเป๋า เป็นเหตุราคาหลุด $90,000 หรือไม่?"
11/18/2025,"ลุงโฉลกเตือน! Bitcoin อาจไหลลงถึง $82,000 ก่อนกลับตัวแรงต้นปีหน้า – ทองคำยังไม่ทำ ATH ใหม่เร็ว ๆ นี้"
11/18/2025,เอลซัลวาดอร์ไม่หวั่นตลาดร่วง! ทุ่มซื้อ Bitcoin เพิ่มอีก $100 ล้าน เดินหน้าสะสมต่อเนื่อง
11/18/2025,มีแต่มือใหม่ที่ขาย? ข้อมูลชี้ รายย่อยหนีตาย-ยอมขายขาดทุน 1.48 แสน BTC-กูรูเตือนอาจหลุด 90k
11/17/2025,"ดัชนี Fear & Greed ต่ำสุดรอบ 9 เดือน! Bitcoin ร่วงใต้ $100,000 นักวิเคราะห์ชี้ “ความกลัวสูงสุดคือโอกาสซื้อ”"
11/17/2025,"MicroStrategy ทุ่ม $835 ล้านซื้อ Bitcoin เพิ่ม 8,178 BTC! Saylor ตอกย้ำความเชื่อมั่นไม่หวั่นราคาตก"
11/17/2025,"“ชายผู้ฉลาดที่สุดในโลก” ทำนาย ! Bitcoin จะพุ่งแตะ $220,000 ภายใน 45 วัน พร้อมเผยเป้าหมายการลงทุน BTC"
11/17/2025,Michael Saylor โพสต์ ‘สัปดาห์ใหญ่’ ส่งสัญญาณเตรียมเข้าซื้อ Bitcoin ครั้งใหญ่วันนี้
11/17/2025,Santiment เตือน! จุดต่ำสุดของราคามักไม่เกิดขึ้นเวลาทุกคนคิดว่า “หลุม” แล้ว
11/17/2025,Bitcoin ส่งสัญญาณ Death Cross ราคาเตรียมร่วงยาวถึงปีหน้า
11/16/2025,เจ้ามือ “Wintermute” ไล่กว้านซื้อ Bitcoin และ Ethereum อย่างเมามันส์หลังราคาเหรียญร่วงรุนแรง
11/16/2025,Block ประกาศชัด “อนาคตของแอพการเงินทุกแอพจะทำการโอนเงินผ่านเครือข่าย Bitcoin”
11/15/2025,สัญญาณเสี่ยง? ลูกค้า BlackRock ขาย BTC 463 ล้านดอลลาร์ท่ามกลางความเสี่ยงเศรษฐกิจโลก
11/15/2025,Jim Cramer ขู่นักลงทุนชาวอเมริกันที่ลงทุน Bitcoin ว่าอาจ “สูญเสียทุกอย่าง”
11/15/2025,มหาวิทยาลัย Harvard ซื้อ Bitcoin ETF มูลค่า 320 ล้านดอลลาร์ ดันยอดถือครองรวมเป็น 442 ล้านดอลลาร์
11/14/2025,Michael Saylor ยืนยัน “เรากำลังซื้อ Bitcoin” ตอกย้ำกลยุทธ์สะสมไม่หวั่นข่าวลวง
11/14/2025,CEO CryptoQuant ชี้ขาด Bitcoin ยังอยู่ในตลาดกระทิง ตราบใดที่เงินทุนยัง “ไหลเข้า” อย่างต่อเนื่อง
11/14/2025,Glassnode ชี้อย่าตื่นตระหนก! การขายของเจ้ามือ Bitcoin เป็นเพียงการทำกำไรช่วงท้ายวัฏจักร
11/14/2025,ครั้งแรกในยุโรป ! ธนาคารกลางเช็กทุ่ม $1 ล้านเข้าสินทรัพย์ดิจิทัล นำร่องทดลองถือครอง Bitcoin
11/14/2025,ตลาดคริปโตกลับเข้าสู่โหมด “หวาดกลัวสุดขีด” ดิ่งต่ำสุดในรอบ 7 เดือน หวั่น Bitcoin อาจร่วงต่อ!
11/14/2025,เกมเปลี่ยน ! Bitfarms ปิดฉากเหมืองขุด Bitcoin หลังขาดทุนยับ เตรียมโยกธุรกิจทำ AI แทน
11/14/2025,"Bitcoin เสี่ยงร่วงแรง! เจ้ามือยุค Satoshi โอน 12,000 BTC มูลค่า $1,400 ล้าน เข้าสู่เว็บเทรด"
